row_name,screen_id,analyte_id,detection_pool,minipool_id,pool_id,passed_str_profiling
ACH-000322,MTS004,Analyte 159,DP7,NA,P903.OS,TRUE
ACH-000579,MTS004,Analyte 259,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000499,MTS004,Analyte 16,DP8.1,NA,P923.OS,TRUE
ACH-000736,MTS004,Analyte 160,DP7,NA,P903.OS,TRUE
ACH-001306,MTS004,Analyte 260,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000985,MTS004,Analyte 161,DP7,NA,P903.OS,TRUE
ACH-000919,MTS004,Analyte 261,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000364,MTS004,Analyte 162,DP7,NA,P903.OS,TRUE
ACH-000726,MTS004,Analyte 262,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000956,MTS004,Analyte 163,DP7,NA,P903.OS,TRUE
ACH-000188,MTS004,Analyte 263,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000679,MTS004,Analyte 164,DP7,NA,P903.OS,TRUE
ACH-000503,MTS004,Analyte 264,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000441,MTS004,Analyte 165,DP7,NA,P903.OS,TRUE
ACH-000853,MTS004,Analyte 166,DP7,NA,P903.OS,TRUE
ACH-000234,MTS004,Analyte 266,DP8.1,NA,P919.OS-Redo,TRUE
ACH-001113,MTS004,Analyte 167,DP7,NA,P903.OS,TRUE
ACH-000116,MTS004,Analyte 267,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000620,MTS004,Analyte 168,DP7,NA,P903.OS,TRUE
ACH-000617,MTS004,Analyte 268,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000648,MTS004,Analyte 169,DP7,NA,P903.OS,TRUE
ACH-000114,MTS004,Analyte 269,DP8.1,NA,P919.OS-Redo,TRUE
ACH-001211,MTS004,Analyte 17,DP8.1,NA,P923.OS,TRUE
ACH-000102,MTS004,Analyte 170,DP7,NA,P903.OS,TRUE
ACH-000590,MTS004,Analyte 270,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000483,MTS004,Analyte 171,DP7,NA,P903.OS,TRUE
ACH-000013,MTS004,Analyte 271,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000623,MTS004,Analyte 172,DP7,NA,P903.OS,TRUE
ACH-000231,MTS004,Analyte 272,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000698,MTS004,Analyte 173,DP7,NA,P903.OS,TRUE
ACH-000730,MTS004,Analyte 273,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000883,MTS004,Analyte 174,DP7,NA,P903.OS,TRUE
ACH-000222,MTS004,Analyte 274,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000638,MTS004,Analyte 175,DP7,NA,P903.OS,TRUE
ACH-000500,MTS004,Analyte 275,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000542,MTS004,Analyte 176,DP7,NA,P904.OS,TRUE
ACH-000411,MTS004,Analyte 276,DP8.1,NA,P920.OS,TRUE
ACH-000943,MTS004,Analyte 177,DP7,NA,P904.OS,TRUE
ACH-000292,MTS004,Analyte 277,DP8.1,NA,P920.OS,TRUE
ACH-000174,MTS004,Analyte 178,DP7,NA,P904.OS,TRUE
ACH-000822,MTS004,Analyte 278,DP8.1,NA,P920.OS,TRUE
ACH-000393,MTS004,Analyte 179,DP7,NA,P904.OS,TRUE
ACH-000618,MTS004,Analyte 279,DP8.1,NA,P920.OS,TRUE
ACH-001212,MTS004,Analyte 18,DP8.1,NA,P923.OS,TRUE
ACH-000018,MTS004,Analyte 180,DP7,NA,P904.OS,TRUE
ACH-000827,MTS004,Analyte 280,DP8.1,NA,P920.OS,TRUE
ACH-000906,MTS004,Analyte 181,DP7,NA,P904.OS,TRUE
ACH-000278,MTS004,Analyte 281,DP8.1,NA,P920.OS,TRUE
ACH-000836,MTS004,Analyte 182,DP7,NA,P904.OS,TRUE
ACH-000569,MTS004,Analyte 282,DP8.1,NA,P920.OS,TRUE
ACH-000784,MTS004,Analyte 183,DP7,NA,P904.OS,TRUE
ACH-000139,MTS004,Analyte 283,DP8.1,NA,P920.OS,TRUE
ACH-000265,MTS004,Analyte 184,DP7,NA,P904.OS,TRUE
ACH-000425,MTS004,Analyte 284,DP8.1,NA,P920.OS,TRUE
ACH-000657,MTS004,Analyte 185,DP7,NA,P904.OS,TRUE
ACH-000741,MTS004,Analyte 285,DP8.1,NA,P920.OS,TRUE
ACH-000880,MTS004,Analyte 186,DP7,NA,P904.OS,TRUE
ACH-000223,MTS004,Analyte 286,DP8.1,NA,P920.OS,TRUE
ACH-000961,MTS004,Analyte 187,DP7,NA,P904.OS,TRUE
ACH-000477,MTS004,Analyte 287,DP8.1,NA,P920.OS,TRUE
ACH-000847,MTS004,Analyte 188,DP7,NA,P904.OS,TRUE
ACH-000495,MTS004,Analyte 288,DP8.1,NA,P920.OS,TRUE
ACH-000896,MTS004,Analyte 189,DP7,NA,P904.OS,TRUE
ACH-000434,MTS004,Analyte 289,DP8.1,NA,P920.OS,TRUE
ACH-001205,MTS004,Analyte 19,DP8.1,NA,P923.OS,TRUE
ACH-000826,MTS004,Analyte 190,DP7,NA,P904.OS,TRUE
ACH-000616,MTS004,Analyte 290,DP8.1,NA,P920.OS,TRUE
ACH-000685,MTS004,Analyte 191,DP7,NA,P904.OS,TRUE
ACH-000107,MTS004,Analyte 291,DP8.1,NA,P920.OS,TRUE
ACH-000376,MTS004,Analyte 192,DP7,NA,P904.OS,TRUE
ACH-000744,MTS004,Analyte 292,DP8.1,NA,P920.OS,TRUE
ACH-000428,MTS004,Analyte 193,DP7,NA,P904.OS,TRUE
ACH-000898,MTS004,Analyte 293,DP8.1,NA,P920.OS,TRUE
ACH-000723,MTS004,Analyte 194,DP7,NA,P904.OS,TRUE
ACH-000182,MTS004,Analyte 294,DP8.1,NA,P920.OS,TRUE
ACH-000749,MTS004,Analyte 195,DP7,NA,P904.OS,TRUE
ACH-000516,MTS004,Analyte 295,DP8.1,NA,P920.OS,TRUE
ACH-000572,MTS004,Analyte 196,DP7,NA,P904.OS,TRUE
ACH-000859,MTS004,Analyte 296,DP8.1,NA,P920.OS,TRUE
ACH-000704,MTS004,Analyte 197,DP7,NA,P904.OS,TRUE
ACH-000699,MTS004,Analyte 297,DP8.1,NA,P920.OS,TRUE
ACH-000721,MTS004,Analyte 198,DP7,NA,P906.OS,TRUE
ACH-000120,MTS004,Analyte 298,DP8.1,NA,P920.OS,TRUE
ACH-000457,MTS004,Analyte 199,DP7,NA,P904.OS,TRUE
ACH-000794,MTS004,Analyte 299,DP8.1,NA,P920.OS,TRUE
ACH-001099,MTS004,Analyte 20,DP8.1,NA,P923.OS,TRUE
ACH-000601,MTS004,Analyte 200,DP7,NA,P904.OS,TRUE
ACH-000645,MTS004,Analyte 300,DP8.1,NA,P920.OS,TRUE
ACH-000651,MTS004,Analyte 201,DP7,NA,P905.OS,TRUE
ACH-000361,MTS004,Analyte 202,DP7,NA,P905.OS,TRUE
ACH-000842,MTS004,Analyte 203,DP7,NA,P905.OS,TRUE
ACH-000570,MTS004,Analyte 204,DP7,NA,P905.OS,TRUE
ACH-000396,MTS004,Analyte 205,DP7,NA,P905.OS,TRUE
ACH-000777,MTS004,Analyte 206,DP7,NA,P905.OS,TRUE
ACH-000924,MTS004,Analyte 207,DP7,NA,P905.OS,TRUE
ACH-000096,MTS004,Analyte 208,DP7,NA,P905.OS,TRUE
ACH-000955,MTS004,Analyte 209,DP7,NA,P905.OS,TRUE
ACH-001022,MTS004,Analyte 21,DP8.1,NA,P923.OS,TRUE
ACH-000940,MTS004,Analyte 210,DP7,NA,P905.OS,TRUE
ACH-001318,MTS004,Analyte 211,DP7,NA,P905.OS,TRUE
ACH-000332,MTS004,Analyte 212,DP7,NA,P905.OS,TRUE
ACH-000839,MTS004,Analyte 213,DP7,NA,P905.OS,TRUE
ACH-000082,MTS004,Analyte 214,DP7,NA,P905.OS,TRUE
ACH-000476,MTS004,Analyte 215,DP7,NA,P905.OS,TRUE
ACH-000178,MTS004,Analyte 216,DP7,NA,P905.OS,TRUE
ACH-000421,MTS004,Analyte 217,DP7,NA,P905.OS,TRUE
ACH-000524,MTS004,Analyte 218,DP7,NA,P905.OS,TRUE
ACH-000469,MTS004,Analyte 219,DP7,NA,P905.OS,TRUE
ACH-000153,MTS004,Analyte 220,DP7,NA,P905.OS,TRUE
ACH-000805,MTS004,Analyte 221,DP7,NA,P905.OS,TRUE
ACH-000429,MTS004,Analyte 222,DP7,NA,P905.OS,TRUE
ACH-000628,MTS004,Analyte 223,DP7,NA,P905.OS,TRUE
ACH-000108,MTS004,Analyte 224,DP7,NA,P905.OS,TRUE
ACH-000939,MTS004,Analyte 225,DP7,NA,P905.OS,TRUE
ACH-000323,MTS004,Analyte 226,DP7,NA,P906.OS,TRUE
ACH-000219,MTS004,Analyte 227,DP7,NA,P906.OS,TRUE
ACH-000903,MTS004,Analyte 228,DP7,NA,P906.OS,TRUE
ACH-000054,MTS004,Analyte 229,DP7,NA,P906.OS,TRUE
ACH-001010,MTS004,Analyte 23,DP8.1,NA,P923.OS,TRUE
ACH-000302,MTS004,Analyte 230,DP7,NA,P906.OS,TRUE
ACH-000324,MTS004,Analyte 231,DP7,NA,P906.OS,TRUE
ACH-000510,MTS004,Analyte 232,DP7,NA,P906.OS,TRUE
ACH-000164,MTS004,Analyte 233,DP7,NA,P906.OS,TRUE
ACH-000549,MTS004,Analyte 234,DP7,NA,P906.OS,TRUE
ACH-000650,MTS004,Analyte 235,DP7,NA,P906.OS,TRUE
ACH-000217,MTS004,Analyte 236,DP7,NA,P906.OS,TRUE
ACH-000463,MTS004,Analyte 237,DP7,NA,P906.OS,TRUE
ACH-000748,MTS004,Analyte 238,DP7,NA,P906.OS,TRUE
ACH-000788,MTS004,Analyte 239,DP7,NA,P906.OS,TRUE
ACH-000086,MTS004,Analyte 240,DP7,NA,P906.OS,TRUE
ACH-000545,MTS004,Analyte 241,DP7,NA,P906.OS,TRUE
ACH-000762,MTS004,Analyte 242,DP7,NA,P906.OS,TRUE
ACH-000792,MTS004,Analyte 243,DP7,NA,P906.OS,TRUE
ACH-000211,MTS004,Analyte 244,DP7,NA,P906.OS,TRUE
ACH-000936,MTS004,Analyte 245,DP7,NA,P906.OS,TRUE
ACH-000882,MTS004,Analyte 246,DP7,NA,P906.OS,TRUE
ACH-000471,MTS004,Analyte 247,DP7,NA,P906.OS,TRUE
ACH-000947,MTS004,Analyte 248,DP7,NA,P906.OS,TRUE
ACH-000670,MTS004,Analyte 249,DP7,NA,P906.OS,TRUE
ACH-000048,MTS004,Analyte 250,DP7,NA,P906.OS,TRUE
ACH-000259,MTS004,Analyte 251,DP7,NA,P907.OS,TRUE
ACH-000599,MTS004,Analyte 252,DP7,NA,P907.OS,TRUE
ACH-000716,MTS004,Analyte 253,DP7,NA,P907.OS,TRUE
ACH-000347,MTS004,Analyte 254,DP7,NA,P907.OS,TRUE
ACH-000566,MTS004,Analyte 255,DP7,NA,P907.OS,TRUE
ACH-001016,MTS004,Analyte 256,DP7,NA,P907.OS,TRUE
ACH-000395,MTS004,Analyte 257,DP7,NA,P907.OS,TRUE
ACH-000407,MTS004,Analyte 258,DP7,NA,P907.OS,TRUE
ACH-000418,MTS004,Analyte 259,DP7,NA,P907.OS,TRUE
ACH-000172,MTS004,Analyte 26,DP8.1,NA,P923.OS,TRUE
ACH-000008,MTS004,Analyte 260,DP7,NA,P907.OS,TRUE
ACH-000191,MTS004,Analyte 261,DP7,NA,P907.OS,TRUE
ACH-000941,MTS004,Analyte 262,DP7,NA,P907.OS,TRUE
ACH-000532,MTS004,Analyte 263,DP7,NA,P907.OS,TRUE
ACH-000316,MTS004,Analyte 264,DP7,NA,P907.OS,TRUE
ACH-000677,MTS004,Analyte 265,DP7,NA,P907.OS,TRUE
ACH-000375,MTS004,Analyte 266,DP7,NA,P907.OS,TRUE
ACH-000619,MTS004,Analyte 267,DP7,NA,P907.OS,TRUE
ACH-000965,MTS004,Analyte 268,DP7,NA,P907.OS,TRUE
ACH-000210,MTS004,Analyte 269,DP7,NA,P907.OS,TRUE
ACH-001128,MTS004,Analyte 27,DP8.1,NA,P923.OS,TRUE
ACH-000803,MTS004,Analyte 270,DP7,NA,P907.OS,TRUE
ACH-000007,MTS004,Analyte 271,DP7,NA,P907.OS,TRUE
ACH-000719,MTS004,Analyte 272,DP7,NA,P907.OS,TRUE
ACH-000484,MTS004,Analyte 273,DP7,NA,P907.OS,TRUE
ACH-000433,MTS004,Analyte 274,DP7,NA,P907.OS,TRUE
ACH-000688,MTS004,Analyte 275,DP7,NA,P907.OS,TRUE
ACH-000603,MTS004,Analyte 276,DP7,NA,P908.OS,TRUE
ACH-000351,MTS004,Analyte 277,DP7,NA,P908.OS,TRUE
ACH-000627,MTS004,Analyte 278,DP7,NA,P908.OS,TRUE
ACH-000916,MTS004,Analyte 279,DP7,NA,P908.OS,TRUE
ACH-001210,MTS004,Analyte 28,DP8.1,NA,P923.OS,TRUE
ACH-000863,MTS004,Analyte 280,DP7,NA,P908.OS,TRUE
ACH-000732,MTS004,Analyte 281,DP7,NA,P908.OS,TRUE
ACH-000066,MTS004,Analyte 282,DP7,NA,P908.OS,TRUE
ACH-000015,MTS004,Analyte 283,DP7,NA,P908.OS,TRUE
ACH-000674,MTS004,Analyte 285,DP7,NA,P908.OS,TRUE
ACH-000892,MTS004,Analyte 286,DP7,NA,P908.OS,TRUE
ACH-000909,MTS004,Analyte 287,DP7,NA,P908.OS,TRUE
ACH-000237,MTS004,Analyte 288,DP7,NA,P908.OS,TRUE
ACH-000811,MTS004,Analyte 289,DP7,NA,P908.OS,TRUE
ACH-001192,MTS004,Analyte 29,DP8.1,NA,P923.OS,TRUE
ACH-000312,MTS004,Analyte 290,DP7,NA,P908.OS,TRUE
ACH-000390,MTS004,Analyte 291,DP7,NA,P908.OS,TRUE
ACH-000901,MTS004,Analyte 292,DP7,NA,P908.OS,TRUE
ACH-000307,MTS004,Analyte 293,DP7,NA,P908.OS,TRUE
ACH-000289,MTS004,Analyte 294,DP7,NA,P908.OS,TRUE
ACH-000309,MTS004,Analyte 295,DP7,NA,P908.OS,TRUE
ACH-000733,MTS004,Analyte 296,DP7,NA,P908.OS,TRUE
ACH-000268,MTS004,Analyte 297,DP7,NA,P908.OS,TRUE
ACH-000758,MTS004,Analyte 298,DP7,NA,P908.OS,TRUE
ACH-000693,MTS004,Analyte 299,DP7,NA,P908.OS,TRUE
ACH-000279,MTS004,Analyte 30,DP8.1,NA,P923.OS,TRUE
ACH-000684,MTS004,Analyte 300,DP7,NA,P908.OS,TRUE
ACH-000264,MTS004,Analyte 301,DP7,NA,P909.OS,TRUE
ACH-000027,MTS004,Analyte 302,DP7,NA,P909.OS,TRUE
ACH-000671,MTS004,Analyte 303,DP7,NA,P909.OS,TRUE
ACH-000205,MTS004,Analyte 304,DP7,NA,P909.OS,TRUE
ACH-000720,MTS004,Analyte 305,DP7,NA,P909.OS,TRUE
ACH-000814,MTS004,Analyte 306,DP7,NA,P909.OS,TRUE
ACH-000885,MTS004,Analyte 307,DP7,NA,P909.OS,TRUE
ACH-000663,MTS004,Analyte 308,DP7,NA,P909.OS,TRUE
ACH-000647,MTS004,Analyte 309,DP7,NA,P909.OS,TRUE
ACH-001200,MTS004,Analyte 31,DP8.1,NA,P923.OS,TRUE
ACH-000243,MTS004,Analyte 310,DP7,NA,P909.OS,TRUE
ACH-000255,MTS004,Analyte 311,DP7,NA,P909.OS,TRUE
ACH-000335,MTS004,Analyte 312,DP7,NA,P909.OS,TRUE
ACH-000147,MTS004,Analyte 313,DP7,NA,P909.OS,TRUE
ACH-000090,MTS004,Analyte 314,DP7,NA,P909.OS,TRUE
ACH-000171,MTS004,Analyte 315,DP7,NA,P909.OS,TRUE
ACH-000614,MTS004,Analyte 316,DP7,NA,P909.OS,TRUE
ACH-000132,MTS004,Analyte 317,DP7,NA,P909.OS,TRUE
ACH-000274,MTS004,Analyte 318,DP7,NA,P909.OS,TRUE
ACH-000807_FAILED_STR,MTS004,Analyte 319,DP7,NA,P909.OS,FALSE
ACH-001193,MTS004,Analyte 32,DP8.1,NA,P923.OS,TRUE
ACH-000810,MTS004,Analyte 320,DP7,NA,P909.OS,TRUE
ACH-000343,MTS004,Analyte 321,DP7,NA,P909.OS,TRUE
ACH-000022,MTS004,Analyte 322,DP7,NA,P909.OS,TRUE
ACH-000192,MTS004,Analyte 323,DP7,NA,P909.OS,TRUE
ACH-000409_FAILED_STR,MTS004,Analyte 324,DP7,NA,P909.OS,FALSE
ACH-000959,MTS004,Analyte 325,DP7,NA,P909.OS,TRUE
ACH-000028_FAILED_STR,MTS004,Analyte 326,DP7,NA,P910.OS,FALSE
ACH-000637,MTS004,Analyte 327,DP7,NA,P910.OS,TRUE
ACH-000968,MTS004,Analyte 328,DP7,NA,P910.OS,TRUE
ACH-000155,MTS004,Analyte 329,DP7,NA,P910.OS,TRUE
ACH-000227,MTS004,Analyte 33,DP8.1,NA,P923.OS,TRUE
ACH-000133,MTS004,Analyte 330,DP7,NA,P910.OS,TRUE
ACH-000605,MTS004,Analyte 331,DP7,NA,P910.OS,TRUE
ACH-000775,MTS004,Analyte 332,DP7,NA,P910.OS,TRUE
ACH-000042,MTS004,Analyte 333,DP7,NA,P910.OS,TRUE
ACH-000860,MTS004,Analyte 334,DP7,NA,P910.OS,TRUE
ACH-000994,MTS004,Analyte 335,DP7,NA,P910.OS,TRUE
ACH-000277,MTS004,Analyte 336,DP7,NA,P910.OS,TRUE
ACH-000496,MTS004,Analyte 337,DP7,NA,P910.OS,TRUE
ACH-000866,MTS004,Analyte 338,DP7,NA,P910.OS,TRUE
ACH-000869,MTS004,Analyte 339,DP7,NA,P910.OS,TRUE
ACH-001163,MTS004,Analyte 34,DP8.1,NA,P923.OS,TRUE
ACH-000117,MTS004,Analyte 340,DP7,NA,P910.OS,TRUE
ACH-000678,MTS004,Analyte 341,DP7,NA,P910.OS,TRUE
ACH-000493,MTS004,Analyte 342,DP7,NA,P910.OS,TRUE
ACH-000468,MTS004,Analyte 343,DP7,NA,P910.OS,TRUE
ACH-000097,MTS004,Analyte 344,DP7,NA,P910.OS,TRUE
ACH-000313,MTS004,Analyte 345,DP7,NA,P910.OS,TRUE
ACH-000169,MTS004,Analyte 346,DP7,NA,P910.OS,TRUE
ACH-000010_FAILED_STR,MTS004,Analyte 347,DP7,NA,P910.OS,FALSE
ACH-000895,MTS004,Analyte 348,DP7,NA,P910.OS,TRUE
ACH-000841,MTS004,Analyte 349,DP7,NA,P910.OS,TRUE
ACH-001164,MTS004,Analyte 35,DP8.1,NA,P923.OS,TRUE
ACH-000414,MTS004,Analyte 350,DP7,NA,P910.OS,TRUE
ACH-000026,MTS004,Analyte 351,DP7,NA,P911.OS,TRUE
ACH-000649,MTS004,Analyte 352,DP7,NA,P911.OS,TRUE
ACH-000966,MTS004,Analyte 353,DP7,NA,P911.OS,TRUE
ACH-000950,MTS004,Analyte 354,DP7,NA,P911.OS,TRUE
ACH-000750,MTS004,Analyte 355,DP7,NA,P911.OS,TRUE
ACH-000958,MTS004,Analyte 356,DP7,NA,P911.OS,TRUE
ACH-000270,MTS004,Analyte 357,DP7,NA,P911.OS,TRUE
ACH-000535,MTS004,Analyte 358,DP7,NA,P911.OS,TRUE
ACH-001029,MTS004,Analyte 36,DP8.1,NA,P923.OS,TRUE
ACH-000281,MTS004,Analyte 360,DP7,NA,P911.OS,TRUE
ACH-000897,MTS004,Analyte 361,DP7,NA,P911.OS,TRUE
ACH-000389,MTS004,Analyte 362,DP7,NA,P911.OS,TRUE
ACH-000862,MTS004,Analyte 363,DP7,NA,P911.OS,TRUE
ACH-000776,MTS004,Analyte 364,DP7,NA,P911.OS,TRUE
ACH-000023,MTS004,Analyte 365,DP7,NA,P911.OS,TRUE
ACH-000011,MTS004,Analyte 366,DP7,NA,P911.OS,TRUE
ACH-000973,MTS004,Analyte 367,DP7,NA,P911.OS,TRUE
ACH-001024,MTS004,Analyte 368,DP7,NA,P911.OS,TRUE
ACH-000971,MTS004,Analyte 369,DP7,NA,P911.OS,TRUE
ACH-000597,MTS004,Analyte 37,DP8.1,NA,P923.OS,TRUE
ACH-000486,MTS004,Analyte 370,DP7,NA,P911.OS,TRUE
ACH-000997,MTS004,Analyte 371,DP7,NA,P911.OS,TRUE
ACH-000552,MTS004,Analyte 372,DP7,NA,P911.OS,TRUE
ACH-000796,MTS004,Analyte 373,DP7,NA,P911.OS,TRUE
ACH-000652,MTS004,Analyte 374,DP7,NA,P911.OS,TRUE
ACH-000452,MTS004,Analyte 375,DP7,NA,P911.OS,TRUE
ACH-000458,MTS004,Analyte 376,DP7,NA,P912.OS,TRUE
ACH-000221,MTS004,Analyte 377,DP7,NA,P912.OS,TRUE
ACH-000970,MTS004,Analyte 378,DP7,NA,P912.OS,TRUE
ACH-000893,MTS004,Analyte 379,DP7,NA,P912.OS,TRUE
ACH-000533,MTS004,Analyte 38,DP8.1,NA,P923.OS,TRUE
ACH-000562,MTS004,Analyte 380,DP7,NA,P912.OS,TRUE
ACH-000769,MTS004,Analyte 381,DP7,NA,P912.OS,TRUE
ACH-000384,MTS004,Analyte 382,DP7,NA,P912.OS,TRUE
ACH-000917,MTS004,Analyte 383,DP7,NA,P912.OS,TRUE
ACH-000505,MTS004,Analyte 384,DP7,NA,P912.OS,TRUE
ACH-000765,MTS004,Analyte 385,DP7,NA,P912.OS,TRUE
ACH-000858,MTS004,Analyte 386,DP7,NA,P912.OS,TRUE
ACH-000595,MTS004,Analyte 387,DP7,NA,P912.OS,TRUE
ACH-000052,MTS004,Analyte 388,DP7,NA,P912.OS,TRUE
ACH-000979,MTS004,Analyte 389,DP7,NA,P912.OS,TRUE
ACH-000571,MTS004,Analyte 390,DP7,NA,P912.OS,TRUE
ACH-000812,MTS004,Analyte 391,DP7,NA,P912.OS,TRUE
ACH-000891,MTS004,Analyte 392,DP7,NA,P912.OS,TRUE
ACH-000667,MTS004,Analyte 393,DP7,NA,P912.OS,TRUE
ACH-000734,MTS004,Analyte 394,DP7,NA,P912.OS,TRUE
ACH-000416,MTS004,Analyte 395,DP7,NA,P912.OS,TRUE
ACH-000802,MTS004,Analyte 396,DP7,NA,P912.OS,TRUE
ACH-000946,MTS004,Analyte 397,DP7,NA,P912.OS,TRUE
ACH-000472,MTS004,Analyte 398,DP7,NA,P912.OS,TRUE
ACH-000962,MTS004,Analyte 399,DP7,NA,P912.OS,TRUE
ACH-000383,MTS004,Analyte 400,DP7,NA,P912.OS,TRUE
ACH-000846,MTS004,Analyte 401,DP8.1,NA,P913.OS,TRUE
ACH-000359,MTS004,Analyte 402,DP8.1,NA,P913.OS,TRUE
ACH-000804,MTS004,Analyte 403,DP8.1,NA,P913.OS,TRUE
ACH-000609,MTS004,Analyte 404,DP8.1,NA,P913.OS,TRUE
ACH-000682,MTS004,Analyte 405,DP8.1,NA,P913.OS,TRUE
ACH-000212,MTS004,Analyte 406,DP8.1,NA,P913.OS,TRUE
ACH-000787,MTS004,Analyte 407,DP8.1,NA,P913.OS,TRUE
ACH-000987,MTS004,Analyte 408,DP8.1,NA,P913.OS,TRUE
ACH-000974,MTS004,Analyte 409,DP8.1,NA,P913.OS,TRUE
ACH-000561,MTS004,Analyte 410,DP8.1,NA,P913.OS,TRUE
ACH-000305,MTS004,Analyte 411,DP8.1,NA,P913.OS,TRUE
ACH-000753,MTS004,Analyte 412,DP8.1,NA,P913.OS,TRUE
ACH-000138,MTS004,Analyte 413,DP8.1,NA,P913.OS,TRUE
ACH-000400,MTS004,Analyte 414,DP8.1,NA,P913.OS,TRUE
ACH-000291,MTS004,Analyte 415,DP8.1,NA,P913.OS,TRUE
ACH-000046,MTS004,Analyte 416,DP8.1,NA,P913.OS,TRUE
ACH-000856,MTS004,Analyte 417,DP8.1,NA,P913.OS,TRUE
ACH-000878,MTS004,Analyte 418,DP8.1,NA,P913.OS,TRUE
ACH-000250,MTS004,Analyte 419,DP8.1,NA,P913.OS,TRUE
ACH-000766,MTS004,Analyte 420,DP8.1,NA,P921.OS-Redo,TRUE
ACH-000740,MTS004,Analyte 421,DP8.1,NA,P913.OS,TRUE
ACH-000149,MTS004,Analyte 424,DP8.1,NA,P921.OS-Redo,TRUE
ACH-000543,MTS004,Analyte 425,DP8.1,NA,P913.OS,TRUE
ACH-000404,MTS004,Analyte 426,DP8.1,NA,P914.OS,TRUE
ACH-000813,MTS004,Analyte 427,DP8.1,NA,P914.OS,TRUE
ACH-000311,MTS004,Analyte 428,DP8.1,NA,P914.OS,TRUE
ACH-000454,MTS004,Analyte 429,DP8.1,NA,P914.OS,TRUE
ACH-000849,MTS004,Analyte 430,DP8.1,NA,P914.OS,TRUE
ACH-000868,MTS004,Analyte 431,DP8.1,NA,P914.OS,TRUE
ACH-000978,MTS004,Analyte 432,DP8.1,NA,P914.OS,TRUE
ACH-000408,MTS004,Analyte 433,DP8.1,NA,P914.OS,TRUE
ACH-000344,MTS004,Analyte 434,DP8.1,NA,P914.OS,TRUE
ACH-000161,MTS004,Analyte 435,DP8.1,NA,P914.OS,TRUE
ACH-000062,MTS004,Analyte 438,DP8.1,NA,P914.OS,TRUE
ACH-000473,MTS004,Analyte 439,DP8.1,NA,P914.OS,TRUE
ACH-000445,MTS004,Analyte 441,DP8.1,NA,P914.OS,TRUE
ACH-000331,MTS004,Analyte 442,DP8.1,NA,P914.OS,TRUE
ACH-000768,MTS004,Analyte 444,DP8.1,NA,P914.OS,TRUE
ACH-000778,MTS004,Analyte 446,DP8.1,NA,P914.OS,TRUE
ACH-000881,MTS004,Analyte 447,DP8.1,NA,P914.OS,TRUE
ACH-000521,MTS004,Analyte 448,DP8.1,NA,P914.OS,TRUE
ACH-000696,MTS004,Analyte 449,DP8.1,NA,P914.OS,TRUE
ACH-000030,MTS004,Analyte 450,DP8.1,NA,P914.OS,TRUE
ACH-000972,MTS004,Analyte 451,DP8.1,NA,P915.OS,TRUE
ACH-000242,MTS004,Analyte 452,DP8.1,NA,P915.OS,TRUE
ACH-000087,MTS004,Analyte 453,DP8.1,NA,P915.OS,TRUE
ACH-000926,MTS004,Analyte 454,DP8.1,NA,P915.OS,TRUE
ACH-000356,MTS004,Analyte 455,DP8.1,NA,P915.OS,TRUE
ACH-000625,MTS004,Analyte 456,DP8.1,NA,P915.OS,TRUE
ACH-000613,MTS004,Analyte 457,DP8.1,NA,P915.OS,TRUE
ACH-000976,MTS004,Analyte 458,DP8.1,NA,P915.OS,TRUE
ACH-001075,MTS004,Analyte 459,DP8.1,NA,P915.OS,TRUE
ACH-000261,MTS004,Analyte 460,DP8.1,NA,P915.OS,TRUE
ACH-000957,MTS004,Analyte 461,DP8.1,NA,P915.OS,TRUE
ACH-000099,MTS004,Analyte 462,DP8.1,NA,P915.OS,TRUE
ACH-000783,MTS004,Analyte 463,DP8.1,NA,P915.OS,TRUE
ACH-000573,MTS004,Analyte 464,DP8.1,NA,P915.OS,TRUE
ACH-000852,MTS004,Analyte 465,DP8.1,NA,P915.OS,TRUE
ACH-000461,MTS004,Analyte 466,DP8.1,NA,P915.OS,TRUE
ACH-000420,MTS004,Analyte 467,DP8.1,NA,P915.OS,TRUE
ACH-000694,MTS004,Analyte 468,DP8.1,NA,P915.OS,TRUE
ACH-000528,MTS004,Analyte 469,DP8.1,NA,P915.OS,TRUE
ACH-000845,MTS004,Analyte 470,DP8.1,NA,P915.OS,TRUE
ACH-000563,MTS004,Analyte 471,DP8.1,NA,P915.OS,TRUE
ACH-000665,MTS004,Analyte 472,DP8.1,NA,P915.OS,TRUE
ACH-000467,MTS004,Analyte 473,DP8.1,NA,P915.OS,TRUE
